chapter,chapter_title,section_number,depth,name,short_name,aliases,slug,parent_name,icd10_codes,icd10_raw,review_flag,route,seed_action
23,Oral and Dental Conditions,23.1.5,3,False Teeth,,Ebinnyo,false-teeth,,,,no-code-in-source,,seed
23,Oral and Dental Conditions,23.2.1,3,Prevention of Dental Caries and Other Conditions Due to Poor Oral Hygiene,,,prevention-of-dental-caries-and-other-conditions-due-to-poor-oral-hygiene,,,,non-clinical-subject? no-code-in-source,,skip
23,Oral and Dental Conditions,23.2.2,3,Dental Caries,,,dental-caries,,K02,K02,,chapters/23/23-02-02-dental-caries,seed
23,Oral and Dental Conditions,23.2.2.1,4,Nursing Caries,,,nursing-caries,Dental Caries,,,no-code-in-source,chapters/23/23-02-02-01-nursing-caries,seed
23,Oral and Dental Conditions,23.2.2.2,4,Rampant and Radiation Caries,,,rampant-and-radiation-caries,Dental Caries,,,no-code-in-source,chapters/23/23-02-02-02-rampant-and-radiation-caries,seed
23,Oral and Dental Conditions,23.2.3,3,Pulpitis,,,pulpitis,,K04.0,K04.0,,chapters/23/23-02-03-pulpitis-icd10-code-k04-0,seed
23,Oral and Dental Conditions,23.2.4,3,Acute Periapical Abscess or Dental Abscess,,,acute-periapical-abscess-or-dental-abscess,,K04.6,K04.6-7,,chapters/23/23-02-04-acute-periapical-abscess-or-dental-abscess-icd10-code,seed
23,Oral and Dental Conditions,23.2.4.1,4,Post-Extraction Bleeding,,,post-extraction-bleeding,Acute Periapical Abscess or Dental Abscess,,,no-code-in-source,chapters/23/23-02-04-01-post-extraction-bleeding,seed
23,Oral and Dental Conditions,23.2.5,3,Gingivitis,,,gingivitis,,K05.0,K05.0,,,seed
23,Oral and Dental Conditions,23.2.5.1,4,Chronic Gingivitis,,,chronic-gingivitis,Gingivitis,K05.1,K05.1,,chapters/23/23-02-05-01-chronic-gingivitis,seed
23,Oral and Dental Conditions,23.2.6,3,Acute Necrotizing Ulcerative Gingivitis/Periodontitis/Stomatitis,ANUG,,acute-necrotizing-ulcerative-gingivitis-periodontitis-stomatitis,,A69.0,A69.0-1,,,seed
23,Oral and Dental Conditions,23.2.7,3,Periodontitis,,,periodontitis,,K05.2,K05.2-3,,,seed
23,Oral and Dental Conditions,23.2.8,3,Periodontal Abscess,,,periodontal-abscess,,K05.21,K05.21,,,seed
23,Oral and Dental Conditions,23.2.9,3,Stomatitis,,,stomatitis,,K12,K12,,,seed
23,Oral and Dental Conditions,23.2.9.1,4,Denture Stomatitis,,,denture-stomatitis,Stomatitis,,,no-code-in-source,,seed
23,Oral and Dental Conditions,23.2.10,3,Aphthous Ulceration,,,aphthous-ulceration,,K12.0,K12.0,,,seed
23,Oral and Dental Conditions,23.2.11,3,Pericoronitis,,,pericoronitis,,K05.30,K05.30,,chapters/23/23-02-11-pericoronitis,seed
23,Oral and Dental Conditions,23.2.12,3,Osteomyelitis of the Jaw,,,osteomyelitis-of-the-jaw,,M27.2,M27.2,,,seed
23,Oral and Dental Conditions,23.3.1,3,Oral Candidiasis,,,oral-candidiasis,,B37.0,B37.0,,chapters/23/23-03-01-oral-candidiasis,seed
23,Oral and Dental Conditions,23.3.2,3,Herpes Infections,,,herpes-infections,,B00,B00,,chapters/23/23-03-02-herpes-infections,seed
23,Oral and Dental Conditions,23.3.3,3,Kaposi’s Sarcoma,,,kaposi-s-sarcoma,,C46,C46,,chapters/23/23-03-03-kaposis-sarcoma,seed
23,Oral and Dental Conditions,23.3.4,3,Hairy Leukoplakia,,,hairy-leukoplakia,,,,no-code-in-source,chapters/23/23-03-04-hairy-leukoplakia,seed
23,Oral and Dental Conditions,23.4.1,3,Traumatic Lesions I,,,traumatic-lesions-i,,S00.5,S00.5,,chapters/23/23-04-01-traumatic-lesions-i,seed
23,Oral and Dental Conditions,23.4.2,3,Traumatic Lesions II,,,traumatic-lesions-ii,,,,no-code-in-source,chapters/23/23-04-02-traumatic-lesions-ii,seed
23,Oral and Dental Conditions,23.4.3,3,Traumatic Lesions III,,,traumatic-lesions-iii,,,,no-code-in-source,chapters/23/23-04-03-traumatic-lesions-iii,seed
23,Oral and Dental Conditions,23.5.1,3,Burkitt’s Lymphoma,,,burkitt-s-lymphoma,,C83.7,C83.7,,chapters/23/23-05-01-burkitts-lymphoma,seed
24,"Surgery, Radiology and Anaesthesia",24.1.1,3,Intestinal Obstruction,,,intestinal-obstruction,,K56,K56,,,seed
24,"Surgery, Radiology and Anaesthesia",24.1.2,3,Internal Haemorrhage,,,internal-haemorrhage,,,,no-code-in-source,chapters/24/24-01-02-internal-haemorrhage,seed
24,"Surgery, Radiology and Anaesthesia",24.1.3,3,Management of Medical Conditions in Surgical Patients,,,management-of-medical-conditions-in-surgical-patients,,,,non-clinical-subject? no-code-in-source,chapters/24/24-01-03-management-of-medical-conditions-in-surgical-patient,skip
24,"Surgery, Radiology and Anaesthesia",24.1.4,3,Newborn with Surgical Emergencies,,,newborn-with-surgical-emergencies,,,,no-code-in-source,chapters/24/24-01-04-newborn-with-surgical-emergencies,seed
24,"Surgery, Radiology and Anaesthesia",24.1.5,3,Surgical Antibiotic Prophylaxis,,,surgical-antibiotic-prophylaxis,,,,non-clinical-subject? no-code-in-source,chapters/24/24-01-05-surgical-antibiotic-prophylaxis,skip
24,"Surgery, Radiology and Anaesthesia",24.2.1,3,Diagnostic Imaging: A Clinical Perspective,,,diagnostic-imaging-a-clinical-perspective,,,,no-code-in-source,chapters/24/24-02-01-diagnostic-imaging-a-clinical-perspective,seed
24,"Surgery, Radiology and Anaesthesia",24.3.1,3,General Considerations,,,general-considerations,,,,no-code-in-source,chapters/24/24-03-01-general-considerations,seed
24,"Surgery, Radiology and Anaesthesia",24.3.1.1,4,General Anaesthesia,,,general-anaesthesia,General Considerations,,,no-code-in-source,chapters/24/24-03-01-01-general-anaesthesia,seed
24,"Surgery, Radiology and Anaesthesia",24.3.1.2,4,General Anaesthetic Agents,,,general-anaesthetic-agents,General Considerations,,,no-code-in-source,chapters/24/24-03-01-02-general-anaesthetic-agents,seed
24,"Surgery, Radiology and Anaesthesia",24.3.1.3,4,Muscle Relaxants,,,muscle-relaxants,General Considerations,,,no-code-in-source,chapters/24/24-03-01-03-muscle-relaxants,seed
24,"Surgery, Radiology and Anaesthesia",24.3.3,3,Selection of Type of Anaesthesia for the Patient,,,selection-of-type-of-anaesthesia-for-the-patient,,,,no-code-in-source,chapters/24/24-03-03-selection-of-type-of-anaesthesia-for-the-patient,seed
24,"Surgery, Radiology and Anaesthesia",24.3.3.1,4,Techniques of General Anaesthesia,,,techniques-of-general-anaesthesia,Selection of Type of Anaesthesia for the Patient,,,non-clinical-subject? no-code-in-source,,skip
24,"Surgery, Radiology and Anaesthesia",24.1.1.1,4,Techniques for Regional Anaesthesia,,,techniques-for-regional-anaesthesia,Intestinal Obstruction,,,non-clinical-subject? no-code-in-source,chapters/24/24-01-01-01-techniques-for-regional-anaesthesia,skip
